"","Year","Date","Start","End","Location","Site","Habitat","Transect","Swath","Taxonomy","Family","Count","Total_Length","Length_Anomaly","Biomass","Coarse_Trophic","Fine_Trophic","Cloud_Cover","Wind_Velocity","Sea_State","Swell","Visibility","Surge","Diver"
"2430","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Oxycheilinus unifasciatus","Labridae",1,220,"0",197.5,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"JN"
"2431","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Parupeneus cyclostomus","Mullidae",1,120,"0",24.6,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"JN"
"2432","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Parupeneus cyclostomus","Mullidae",1,200,"0",121.9,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"JN"
"2433","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Parupeneus multifasciatus","Mullidae",2,50,"0",2.92,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2434","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Parupeneus multifasciatus","Mullidae",5,60,"0",13.1,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2435","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Parupeneus multifasciatus","Mullidae",2,70,"0",8.6,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2436","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Pomachromis fuscidorsalis","Pomacentridae",5,20,"0",0.76,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"JN"
"2437","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Pomachromis fuscidorsalis","Pomacentridae",26,30,"0",13.38,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"JN"
"2438","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Pomachromis fuscidorsalis","Pomacentridae",9,40,"0",11.06,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"JN"
"2439","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Pseudanthias mooreanus","Serranidae",1,60,"0",1.98,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"JN"
"2440","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Scarus forsteni","Scaridae",1,220,"0",185.1,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"JN"
"2441","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Scarus psittacus","Scaridae",31,200,"0",6771.3,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"JN"
"2442","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Scarus psittacus","Scaridae",1,260,"0",521.8,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"JN"
"2443","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Scarus rubroviolaceus","Scaridae",1,270,"0",301.4,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"JN"
"2444","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Sufflamen bursa","Balistidae",1,120,"0",46.9,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"JN"
"2445","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Sufflamen bursa","Balistidae",2,140,"0",147.4,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"JN"
"2446","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Sufflamen bursa","Balistidae",4,150,"0",360.9,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"JN"
"2447","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",1,40,"0",0.9,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2448","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",2,50,"0",3.59,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2449","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",8,60,"0",25.29,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2450","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",13,70,"0",66.24,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2451","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",1,80,"0",7.71,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2452","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Thalassoma quinquevittatum","Labridae",1,100,"0",15.4,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"JN"
"2453","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Zanclus cornutus","Zanclidae",1,170,"0",206,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"JN"
"2454","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 3 Swath 5 m",1,"FO",3,5,"Zebrasoma scopas","Acanthuridae",1,150,"0",96.4,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"JN"
"2455","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Nemateleotris magnifica","Gobiidae",18,35,"0",13.29,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2456","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Nemateleotris magnifica","Gobiidae",1,50,"0",2.09,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2457","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Nemateleotris magnifica","Gobiidae",2,60,"0",7.12,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2458","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Neocirrhites armatus","Cirrhitidae",1,40,"0",0.86,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2459","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Paracirrhites arcatus","Cirrhitidae",2,30,"0",0.67,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2460","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Paracirrhites arcatus","Cirrhitidae",2,35,"0",1.12,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2461","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Paracirrhites arcatus","Cirrhitidae",3,45,"0",3.8,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2462","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Paracirrhites arcatus","Cirrhitidae",1,50,"0",1.79,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2463","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Plagiotremus tapeinosoma","Blenniidae",1,60,"0",0.97,"Secondary Consumer","Fish Scale Consumer",20,1,0,1,37.5,0,"KS"
"2464","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Plectroglyphidodon johnstonianus","Pomacentridae",1,40,"0",2.36,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2465","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Pseudocheilinus hexataenia","Labridae",2,30,"0",0.7,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2466","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Pseudocheilinus hexataenia","Labridae",1,35,"0",0.57,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2467","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Pseudocheilinus hexataenia","Labridae",2,40,"0",1.75,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2468","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Pseudocheilinus hexataenia","Labridae",2,50,"0",3.56,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2469","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Stegastes fasciolatus","Pomacentridae",1,20,"0",0.22,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2470","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Stegastes fasciolatus","Pomacentridae",1,40,"0",1.72,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2471","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 1 m",1,"FO",4,1,"Stegastes fasciolatus","Pomacentridae",5,45,"0",12.25,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2472","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus nigricauda","Acanthuridae",2,190,"0",200.3,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2473","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus nigrofuscus","Acanthuridae",26,60,"0",107.05,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2474","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus nigrofuscus","Acanthuridae",5,70,"0",32.83,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2475","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus olivaceus","Acanthuridae",1,120,"0",33.1,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2476","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus olivaceus","Acanthuridae",3,130,"0",126.3,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2477","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus olivaceus","Acanthuridae",9,140,"0",472.5,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2478","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus olivaceus","Acanthuridae",1,160,"0",78.2,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2479","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Acanthurus pyroferus","Acanthuridae",1,50,"0",2.74,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2480","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Aphareus furca","Lutjanidae",1,260,"0",191.2,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2481","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Balistapus undulatus","Balistidae",2,120,"0",52.3,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2482","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Balistapus undulatus","Balistidae",1,140,"0",44.1,"Secondary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2483","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Caranx melampygus","Carangidae",2,420,"0",2107.7,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2484","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge bispinosa","Pomacanthidae",3,40,"0",9.02,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2485","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge bispinosa","Pomacanthidae",2,50,"0",9.95,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2486","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge flavissima","Pomacanthidae",2,30,"0",2.53,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2487","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge flavissima","Pomacanthidae",3,40,"0",7.96,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2488","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge flavissima","Pomacanthidae",2,50,"0",9.43,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2489","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Centropyge flavissima","Pomacanthidae",6,60,"0",45.25,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2490","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cephalopholis argus","Serranidae",1,130,"0",32.5,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2491","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cephalopholis argus","Serranidae",1,200,"0",128,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2492","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cephalopholis argus","Serranidae",1,220,"0",173.3,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2493","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chaetodon lunula","Chaetodontidae",1,120,"0",49,"Secondary Consumer","Corallivore",20,1,0,1,37.5,0,"KS"
"2494","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chaetodon ornatissimus","Chaetodontidae",2,120,"0",98,"Secondary Consumer","Corallivore",20,1,0,1,37.5,0,"KS"
"2495","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chaetodon quadrimaculatus","Chaetodontidae",6,90,"0",130.8,"Secondary Consumer","Corallivore",20,1,0,1,37.5,0,"KS"
"2496","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chanos chanos","Chanidae",1,280,"0",207.5,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2497","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chlorurus spilurus","Scaridae",77,140,"0",4731,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2498","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chlorurus spilurus","Scaridae",1,170,"0",109.3,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2499","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chlorurus spilurus","Scaridae",1,180,"0",129.6,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2500","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chlorurus spilurus","Scaridae",1,200,"0",177.2,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2501","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chlorurus spilurus","Scaridae",1,285,"0",507,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2502","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis acares","Pomacentridae",43,20,"0",5.54,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2503","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis acares","Pomacentridae",11,35,"0",8.37,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2504","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis acares","Pomacentridae",115,40,"0",133.73,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2505","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis margaritifer","Pomacentridae",11,25,"0",1.89,"Planktivore","Omnivore",20,1,0,1,37.5,0,"KS"
"2506","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis margaritifer","Pomacentridae",40,35,"0",20.01,"Planktivore","Omnivore",20,1,0,1,37.5,0,"KS"
"2507","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis vanderbilti","Pomacentridae",15,20,"0",1.93,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2508","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis vanderbilti","Pomacentridae",160,35,"0",121.43,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2509","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Chromis xanthura","Pomacentridae",11,40,"0",8.95,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2510","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cirrhilabrus exquisitus","Labridae",1,35,"0",0.54,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2511","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cirrhilabrus exquisitus","Labridae",1,40,"0",0.82,"Planktivore","Planktivore_exclusively",20,1,0,1,37.5,0,"KS"
"2512","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cirrhilabrus scottorum","Labridae",5,40,"0",4.38,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2513","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Cirrhilabrus scottorum","Labridae",3,70,"0",15.57,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2514","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Coris gaimard","Labridae",1,110,"0",15.9,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2515","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Coris gaimard","Labridae",1,180,"0",79,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2516","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Grammistes sexlineatus","Serranidae",1,120,"0",25,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2517","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",4,60,"0",13.51,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2518","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",6,70,"0",32.11,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2519","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",5,80,"0",39.87,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2520","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",2,90,"0",22.67,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2521","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",8,100,"0",124.2,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2522","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Halichoeres claudia","Labridae",2,110,"0",41.3,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2523","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Lethrinus olivaceus","Lethrinidae",2,400,"0",1751.9,"Piscivore_primarily","Piscivore",20,1,0,1,37.5,0,"KS"
"2524","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Macropharyngodon meleagris","Labridae",2,20,"0",0.19,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2525","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Macropharyngodon meleagris","Labridae",1,40,"0",0.88,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2526","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Macropharyngodon meleagris","Labridae",3,50,"0",5.34,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2527","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Macropharyngodon meleagris","Labridae",5,60,"0",15.9,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2528","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Macropharyngodon meleagris","Labridae",2,70,"0",10.38,"Secondary Consumer","Benthic Invertebrate Consumer",20,1,0,1,37.5,0,"KS"
"2529","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Melichthys niger","Balistidae",4,145,"0",198.8,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2530","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Melichthys vidua","Balistidae",17,160,"0",1180.1,"Primary Consumer","Omnivore",20,1,0,1,37.5,0,"KS"
"2531","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Naso lituratus","Acanthuridae",3,120,"0",46.2,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2532","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Naso lituratus","Acanthuridae",1,130,"0",20,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2533","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Naso lituratus","Acanthuridae",1,140,"0",25.4,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2534","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Naso lituratus","Acanthuridae",4,150,"0",127.2,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
"2535","2013","2013-07-28","8:50 ","10:00","LTER 1 Forereef Fish Transect 4 Swath 5 m",1,"FO",4,5,"Naso lituratus","Acanthuridae",1,210,"0",94.9,"Primary Consumer","Herbivore/Detritivore",20,1,0,1,37.5,0,"KS"
